file_name,SNR_composite,SNR_masked,RMS_energy_composite,RMS_energy_masked,RMS_energy_natural,entropy_composite,entropy_masked,entropy_natural,dominant_freq_composite,dominant_freq_masked,dominant_freq_natural,spectral_centroid_composite,spectral_centroid_masked,spectral_centroid_natural,cross_correlation_score
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.965645182568011,0.9705732365441964,0.25109673,0.558022819169799,0.49902614182612476,-202.0696920428223,-259.18685059073727,-275.57646949555635,3.6,3.6,6448.8,2027.1306614341509,3864.5712262130746,3999.5297020973926,0.013055388645848483
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.010177868560835,0.9482988342384444,0.25109673,0.5594546308506677,0.5015912263080263,-202.0696920428223,-265.81357134748436,-259.62359480637565,3.6,3.6,2146.0,2027.1306614341509,3858.715145795474,3999.094566355184,0.016299634368127393
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.95391567567961,1.014617273126767,0.25109673,0.5601027246785765,0.4983527070492694,-202.0696920428223,-251.15917787439687,-239.39149762514342,3.6,3.6,7747.6,2027.1306614341509,3855.8833916259573,4002.7563071097015,0.01614089982844002
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.942222125682461,0.9973297105773962,0.25109673,0.5582370148239719,0.4976822413172714,-202.0696920428223,-264.81754239553345,-287.91017298430256,3.6,3.6,5162.0,2027.1306614341509,3850.8984269950543,3991.618399907796,0.016184032141837532
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.003238104367274,0.9837235188031269,0.25109673,0.5612923447219011,0.5011906300800808,-202.0696920428223,-268.08604597970464,-256.34675992212976,3.6,3.6,5595.6,2027.1306614341509,3867.067153108534,4007.833039156664,0.011965823988111171
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.01626739008293,0.975232775704747,0.25109673,0.5615857072897822,0.5019430062241603,-202.0696920428223,-226.32393493795473,-239.5878168805286,3.6,3.6,4517.2,2027.1306614341509,3868.1694253316377,4007.189387601887,0.011818810053696796
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.976706490629432,0.9969541087335463,0.25109673,0.5604334747882048,0.4996620465334219,-202.0696920428223,-231.78809629891614,-239.7219521178916,3.6,3.6,1049.2,2027.1306614341509,3852.8817043354215,3997.4170319043237,0.014455649759897693
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.003427073530476,0.9692310133432035,0.25109673,0.5603687941211581,0.5012015340413525,-202.0696920428223,-267.5994246012449,-257.3716945278133,3.6,3.6,5625.200000000001,2027.1306614341509,3873.0255059850588,4010.667517655903,0.013177034092784399
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.9933166870505445,0.9731866264844058,0.25109673,0.5599718605432271,0.5006184742313963,-202.0696920428223,-276.91233957178554,-262.1369640256415,3.6,3.6,3759.6000000000004,2027.1306614341509,3854.693606292762,3990.1073880830168,0.017327815036524866
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.012162177028866,0.9763043911377558,0.25109673,0.5613896044527942,0.5017058288943408,-202.0696920428223,-284.73301689012123,-257.97332085179676,3.6,3.6,5048.8,2027.1306614341509,3853.772923384686,3994.3843371973167,0.017061814250395244
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.0020989453944384,0.9452419982324074,0.25109673,0.5587378406953196,0.5011249029767537,-202.0696920428223,-282.84216818643324,-251.25686921853386,3.6,3.6,718.0,2027.1306614341509,3851.0147717806854,3983.0130617381737,0.014267846300191457
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.0129217818914915,1.01433499556751,0.25109673,0.5639023140487794,0.5017497063631602,-202.0696920428223,-317.44069883041385,-253.56510291005557,3.6,3.6,4276.0,2027.1306614341509,3859.851936021611,4005.121944381409,0.018360528768774892
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.959364689173681,1.003392321997725,0.25109673,0.5597303917182777,0.4986654421516614,-202.0696920428223,-273.9597375682947,-290.6203742211439,3.6,3.6,5296.8,2027.1306614341509,3845.3367858393235,3989.84164330449,0.014609690733156764
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.043537771793675,0.9587017642120294,0.25109673,0.5622804901004465,0.5035213923518388,-202.0696920428223,-251.62169274396314,-270.67603656326463,3.6,3.6,2988.8,2027.1306614341509,3844.3108592321882,3979.4574139234574,0.011257166529022011
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.987145021954818,0.962581208921232,0.25109673,0.5588913003081921,0.5002628915226871,-202.0696920428223,-250.1433935218529,-230.98881431595728,3.6,3.6,3881.6000000000004,2027.1306614341509,3868.670630525979,4006.661702021056,0.012903589675470064
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.00183029692187,1.0027256679043108,0.25109673,0.562430463963909,0.5011094037747801,-202.0696920428223,-275.96227973701303,-278.3061193408596,3.6,3.6,5124.400000000001,2027.1306614341509,3854.418457784633,3993.6437637590443,0.018162055550497276
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.008424788976709,0.9628540594286468,0.25109673,0.5602798198341823,0.5014899999923377,-202.0696920428223,-241.67077937900646,-264.013180912899,3.6,3.6,5573.6,2027.1306614341509,3859.443488508133,3996.677845321717,0.015049362648700266
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.038958472889608,0.9416405968132877,0.25109673,0.5608813396294601,0.5032560001643076,-202.0696920428223,-249.9485565339275,-272.4572830328349,3.6,3.6,7837.6,2027.1306614341509,3852.1361095653233,3983.1019730872395,0.015998606786219626
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.982028378868256,0.959934511903122,0.25109673,0.558391993387069,0.4999682857883516,-202.0696920428223,-231.07399200349704,-249.4173754729016,3.6,3.6,1211.6000000000001,2027.1306614341509,3859.919535617592,3998.6774003197766,0.011777986117232148
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.0418970711953435,0.9870738869671746,0.25109673,0.5640136124759255,0.5034262898506208,-202.0696920428223,-268.362935792764,-274.34272213346895,3.6,3.6,1109.6000000000001,2027.1306614341509,3852.2995672576517,3994.8271332504064,0.014016700602098432
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.0319770740861856,0.9616577885074097,0.25109673,0.5617237429535623,0.5028516640077765,-202.0696920428223,-256.4211407597718,-228.24713666664422,3.6,3.6,1400.4,2027.1306614341509,3876.9359937295826,4010.8227765594715,0.01549299375652493
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.025837962338622,0.979277084800484,0.25109673,0.5624666669388337,0.5024963783676416,-202.0696920428223,-270.50542736804175,-259.6936915397164,3.6,3.6,7978.8,2027.1306614341509,3862.8466943065105,4003.7221051641204,0.014273563256116405
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.998695766230503,0.9873361437422367,0.25109673,0.5612322687832025,0.5009285979525141,-202.0696920428223,-268.8485707296654,-257.60543399693574,3.6,3.6,767.6,2027.1306614341509,3861.002035540948,4003.5455218365787,0.016712665404337836
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.0002564612722615,0.9918264994567578,0.25109673,0.5616233891281714,0.5010186137198283,-202.0696920428223,-268.70610610152994,-258.3949774400079,3.6,3.6,1109.2,2027.1306614341509,3855.8268067290664,3998.568751269787,0.013312807054855203
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.972997753943703,0.9810150453326565,0.25109673,0.5591671865030263,0.4994487443305795,-202.0696920428223,-241.21177575624574,-253.43656630954388,3.6,3.6,5229.6,2027.1306614341509,3850.893759102749,3987.741114902523,0.013401664437274589
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.966454475775821,0.9719154966863335,0.25109673,0.5581610623007346,0.499072639916583,-202.0696920428223,-232.06703052438232,-235.32787689306636,3.6,3.6,1122.8,2027.1306614341509,3856.8201119289442,3992.40946023925,0.019848255272905298
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.951282279555933,0.9907335664557984,0.25109673,0.558395397744434,0.49820163891227126,-202.0696920428223,-267.5076619816947,-270.3464348117406,3.6,3.6,2174.4,2027.1306614341509,3875.2378644210125,4012.6939555674917,0.01687365801579373
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.001014992436158,0.9419665512573089,0.25109673,0.5584574836263765,0.5010623691487737,-202.0696920428223,-264.47042930197597,-265.54134523091045,3.6,15.600000000000001,5394.0,2027.1306614341509,3871.342443173208,4008.0934937546176,0.01705717143185147
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.022505721241887,0.958933421280638,0.25109673,0.5609355889895641,0.5023036384176547,-202.0696920428223,-232.6366159574423,-234.19047115747767,3.6,3.6,7173.200000000001,2027.1306614341509,3867.5701727844967,4001.1361247028403,0.014664601775804984
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.999818914851525,0.962420009696411,0.25109673,0.5596970065162451,0.5009933758468097,-202.0696920428223,-286.01814236125006,-264.3749960502493,3.6,3.6,3584.0,2027.1306614341509,3850.302869285404,3988.013406585466,0.014930330119001653
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.989500062611927,0.9714817452943216,0.25109673,0.5596160069253782,0.5003985482290452,-202.0696920428223,-224.30628409911412,-267.63824804922376,3.6,15.600000000000001,1682.8000000000002,2027.1306614341509,3862.1360755224664,3998.279262532666,0.01824891108736183
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.006649099365289,0.9345345353211815,0.25109673,0.5583418994003357,0.501387488953938,-202.0696920428223,-262.6120600006402,-240.9752679844218,3.6,3.6,4158.0,2027.1306614341509,3857.9251194098274,3992.7347309041115,0.018085371155193642
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.972289336281358,0.9767543371087748,0.25109673,0.5588473830506041,0.4994080111531602,-202.0696920428223,-287.1912828085362,-277.9750127143384,3.6,3.6,5436.8,2027.1306614341509,3861.632637140999,4001.2630340743162,0.013330159343845191
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.0192061936408745,0.9802422743283862,0.25109673,0.5620998395221765,0.5021128634902033,-202.0696920428223,-269.5779880222377,-240.22620826348054,3.6,3.6,7329.6,2027.1306614341509,3855.445376223355,3994.5315560460017,0.017121287128729262
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.928906508119741,0.9332243731329375,0.25109673,0.553283325558723,0.49691987043154423,-202.0696920428223,-253.92775323690967,-258.47148190166723,3.6,3.6,388.40000000000003,2027.1306614341509,3867.32774344258,3997.0651827574834,0.01617906800170401
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.990544888050491,0.9620504353977273,0.25109673,0.5590759418138289,0.5004587447778398,-202.0696920428223,-260.0216444638224,-277.80495672465025,3.6,3.6,6725.6,2027.1306614341509,3853.255620909378,3987.705788806136,0.018865375863317935
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.9699345126234515,0.9745673454922954,0.25109673,0.5585552404838063,0.4992726354520571,-202.0696920428223,-282.0614164174622,-262.26743207065226,3.6,3.6,2928.4,2027.1306614341509,3868.12053868798,4011.261751338676,0.013171484460936916
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.964195903673413,0.9539943592574178,0.25109673,0.5568658059057822,0.4989428840653426,-202.0696920428223,-251.9054972459075,-229.25401694172083,3.6,3.6,7464.8,2027.1306614341509,3874.3202595448997,4006.642438991026,0.015622866624602867
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.978906803199401,1.0079350502300768,0.25109673,0.5612846051145581,0.49978863712933097,-202.0696920428223,-269.70107856255845,-278.46211407796466,3.6,3.6,240.8,2027.1306614341509,3851.212132465468,3992.5297109022517,0.014212270120724232
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.03925761925252,0.9671736095896011,0.25109673,0.5625519045436274,0.503273332849942,-202.0696920428223,-267.68200031083353,-253.9700973105156,3.6,3.6,1774.0,2027.1306614341509,3859.4655449267107,3999.280178863908,0.019239652185123156
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.969836744645011,0.9891451096918709,0.25109673,0.5594871684025924,0.499267015693624,-202.0696920428223,-266.6807264790865,-247.0131216921567,3.6,3.6,6478.400000000001,2027.1306614341509,3867.6066252668506,4004.4005959999863,0.017447969367901047
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.025510394554026,0.9793127800272926,0.25109673,0.5624477666495902,0.5024774282625232,-202.0696920428223,-272.31553407044487,-278.94599357314473,3.6,3.6,7492.400000000001,2027.1306614341509,3870.8760100937184,4011.258066167564,0.01542497063759533
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.974955523783361,0.9822350848776691,0.25109673,0.5593718001809264,0.4995613310584986,-202.0696920428223,-246.148478824597,-256.3622530574159,3.6,3.6,6195.200000000001,2027.1306614341509,3869.0423065455448,4005.4137103481085,0.012235115134265416
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.992614984696463,0.9596835377431151,0.25109673,0.5590568382475443,0.5005780326661288,-202.0696920428223,-251.06131987642283,-270.0137631446977,3.6,3.6,372.40000000000003,2027.1306614341509,3855.7067184320244,3995.7946902301587,0.01314070493566033
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.031206952582842,0.9696651064596405,0.25109673,0.5621919735379122,0.5028070813883431,-202.0696920428223,-275.03155593881706,-273.17558354935386,3.6,3.6,6592.400000000001,2027.1306614341509,3858.359624647403,4001.172759628214,0.01278604666952717
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.9335749463199505,0.9817774014606051,0.25109673,0.5566838925000599,0.49718702363524675,-202.0696920428223,-288.312958035987,-279.8854557609784,3.6,3.6,3328.4,2027.1306614341509,3857.965445461338,3995.368472002044,0.015719032360767764
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.945414790802586,0.9748438216748694,0.25109673,0.5569984267808906,0.4978652075828002,-202.0696920428223,-253.22985292028966,-262.13016781143835,3.6,3.6,792.8000000000001,2027.1306614341509,3859.6381978590302,4001.6350431662363,0.017632266765651137
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.977170175971745,0.9923131248550219,0.25109673,0.5601640107297854,0.49968872107811274,-202.0696920428223,-270.2395417412367,-238.41052851204842,3.6,3.6,7544.400000000001,2027.1306614341509,3860.994665703029,4001.2872237661472,0.018842246606041155
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.985580482131994,0.9584702648357721,0.25109673,0.5585262320617359,0.5001727901326675,-202.0696920428223,-245.0453694574324,-269.8078879233823,3.6,3.6,2408.0,2027.1306614341509,3849.3539137987786,3982.532609697209,0.014226062266749105
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.9676632211613665,0.9982588838444794,0.25109673,0.5599343917811008,0.49914209667374715,-202.0696920428223,-256.7184435143517,-247.03734071165786,3.6,3.6,446.40000000000003,2027.1306614341509,3854.702785089194,3999.036047660422,0.015543060778948242
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.007473818384481,0.970582721357707,0.25109673,0.5607171827068308,0.5014350975981786,-202.0696920428223,-268.18146184457555,-286.3576283343916,3.6,3.6,7926.0,2027.1306614341509,3859.6956201401604,3997.9298787688626,0.013146620519156852
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.978292365823216,0.9566724380055971,0.25109673,0.5579422867794268,0.4997532834729747,-202.0696920428223,-256.0661007879073,-256.3957358490028,3.6,3.6,7061.6,2027.1306614341509,3861.009181837959,3998.1132964315057,0.013548862752895555
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.958223698963412,1.009452775336689,0.25109673,0.5600474983201723,0.49859994108699834,-202.0696920428223,-257.7459793533647,-254.25731571408076,3.6,3.6,6720.400000000001,2027.1306614341509,3851.6068446147046,3992.611932607598,0.013284723201236071
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.939151780474937,0.996822331303322,0.25109673,0.5580071239266318,0.4975063484258919,-202.0696920428223,-238.3104833889513,-240.25983219505503,3.6,3.6,6800.0,2027.1306614341509,3856.26198723216,3997.774243651024,0.015572629960714776
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.001827411703202,0.9420271862360079,0.25109673,0.5585136192902859,0.5011092373197563,-202.0696920428223,-259.32954445811316,-277.50498488913075,3.6,3.6,5272.400000000001,2027.1306614341509,3861.8365033733558,3994.3708842779315,0.014123188805086707
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.016246010582728,0.949488141377337,0.25109673,0.5599222755512024,0.5019417707401924,-202.0696920428223,-277.6103853319604,-277.5006420830272,3.6,3.6,3252.4,2027.1306614341509,3863.5797241162118,3995.5138937776455,0.015259749859715161
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.969025606928682,0.9670707988146354,0.25109673,0.5580149805063219,0.49922039348047026,-202.0696920428223,-309.8632215683375,-306.5119893240926,3.6,3.6,4980.400000000001,2027.1306614341509,3861.67258047886,4002.8025127279193,0.014362386018516837
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.9659406525140435,0.9821939897165248,0.25109673,0.5587888993346489,0.49904311760422465,-202.0696920428223,-294.4435962317224,-271.14877591849324,3.6,3.6,1474.4,2027.1306614341509,3865.031767416598,4001.2108046521116,0.016620440188902685
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.008416136513645,0.9715254297751617,0.25109673,0.5608388837091757,0.501489500432509,-202.0696920428223,-240.5693698418416,-257.46137397290477,3.6,3.6,5054.400000000001,2027.1306614341509,3873.7489764724173,4013.661069632442,0.014154204418342841
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.9947242670650756,0.9840034887261637,0.25109673,0.5607605147004517,0.5006996078501833,-202.0696920428223,-255.60734477763566,-250.93169531211097,3.6,3.6,559.6,2027.1306614341509,3864.9800364107955,4004.0337437728713,0.01787760822753214
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.015422284884721,0.9569100330079238,0.25109673,0.5603477775810705,0.5018941713867612,-202.0696920428223,-265.5488022389052,-271.51957558392155,3.6,3.6,6159.200000000001,2027.1306614341509,3868.36857947442,4008.264644114321,0.01723897797178245
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.956087658857381,0.9694394211124308,0.25109673,0.5573363792973319,0.49847734011349587,-202.0696920428223,-238.10325021933437,-231.2837949744226,3.6,3.6,3116.8,2027.1306614341509,3869.6563858346094,4010.325126729129,0.015253009953560999
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.976237971641963,0.9931247446467384,0.25109673,0.5601562341343622,0.49963509536868794,-202.0696920428223,-256.5117708068534,-267.9230198190095,3.6,3.6,2888.4,2027.1306614341509,3856.2555382015266,3993.0325428342435,0.01380558440575049
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.983148801621445,0.9743053473746759,0.25109673,0.5593887724513823,0.5000327825754018,-202.0696920428223,-270.8190655394465,-260.43598374612145,3.6,3.6,3747.6000000000004,2027.1306614341509,3881.62839727853,4016.7517766911715,0.020090142213001386
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.019518438632416,0.958132600341257,0.25109673,0.5606910062354905,0.502130914035562,-202.0696920428223,-248.83184561005135,-243.68664386413656,3.6,3.6,2078.8,2027.1306614341509,3860.276210517955,4000.155450384804,0.015961125471778966
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.965372225392846,0.9665767048845929,0.25109673,0.5577485943238332,0.49901045999830546,-202.0696920428223,-261.34791697526737,-270.761500548766,3.6,3.6,4278.400000000001,2027.1306614341509,3867.408989922139,4004.100199379636,0.013080888740601246
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.967769843376377,0.9835699579241541,0.25109673,0.5589951347200639,0.49914822384837354,-202.0696920428223,-271.7018020956958,-265.233684327908,3.6,3.6,4229.2,2027.1306614341509,3856.7286476032154,3995.2334368182646,0.015748616556468645
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.001611345520228,0.9802834253979926,0.25109673,0.5609650142869823,0.5010967721126202,-202.0696920428223,-282.64680446584305,-288.2830964309111,3.6,3.6,1515.2,2027.1306614341509,3858.5492903100408,3996.150495370589,0.016470189738639108
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.001975465174734,0.9663455749420111,0.25109673,0.5600890600809864,0.5011177789427333,-202.0696920428223,-245.63868968013617,-247.01743719009124,3.6,3.6,629.2,2027.1306614341509,3860.742807354698,3992.064845211634,0.015255541380493572
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.008796446423624,1.0292082565026397,0.25109673,0.5646005190281935,0.5015114585289299,-202.0696920428223,-242.29728614942667,-254.78950848409377,3.6,3.6,6452.0,2027.1306614341509,3863.1600469142627,4006.7998569282718,0.018349979869855447
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.011661997421831,0.9706460891259725,0.25109673,0.560991708285432,0.5016769388428178,-202.0696920428223,-245.92108995836975,-255.34945493584902,3.6,3.6,4852.8,2027.1306614341509,3860.440607859567,3996.272694202495,0.016302141536041433
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-6.011855454548236,0.969714014973393,0.25109673,0.5609440055828553,0.5016881126043822,-202.0696920428223,-246.19755031143336,-244.91948272638936,3.6,3.6,1579.6000000000001,2027.1306614341509,3857.101139918977,3997.1247800993074,0.014427657601091074
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.9733829715673,0.9750575004343534,0.25109673,0.5588085746122445,0.4994708952826241,-202.0696920428223,-263.21087422891026,-276.8934972434381,3.6,3.6,6401.200000000001,2027.1306614341509,3863.165346238431,3999.634453060516,0.015444128954916498
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.956879342028087,1.0093965350980458,0.25109673,0.5599571981048455,0.4985227763466129,-202.0696920428223,-262.18017868016886,-258.07800571928044,3.6,3.6,5127.200000000001,2027.1306614341509,3847.8316380244532,3991.8074398011436,0.016433696135767305
202254-16-17_Aphidoletes_aphidimyza_000023_s23_ch1.wav,-5.971023946403177,0.9443639616408138,0.25109673,0.5566861715834024,0.4993352609987195,-202.0696920428223,-254.05191036261797,-223.38484104625056,3.6,3.6,586.8000000000001,2027.1306614341509,3866.7051730975445,4000.046642568079,0.0154999859043287
